player,age,elo,hardraw,clayraw,grassraw,hard-court-elo-rating,clay-court-elo-rating,grass-court-elo-rating,peak-age,peak-elo,gender
Geoffrey Blancaneaux,23.4,1503.9,1398.9,1444.7,1346,1451.4,1474.3,1425,23.4,1503.9,Male
Sumit Nagal,24.1,1503.7,1378.7,1448.6,1346.9,1441.2,1476.1,1425.3,22.1,1717.1,Male
Filip Horansky,29,1501.5,1343.2,1514.1,1213,1422.3,1507.8,1357.2,28,1586.5,Male
Jason Jung,32.6,1501.3,1427.1,1337.5,1467.5,1464.2,1419.4,1484.4,28.7,1652.2,Male
Ernests Gulbis,33.3,1499.9,1472.4,1442.2,1479,1486.1,1471,1489.5,25.7,2048.2,Male
Zizou Bergs,22.6,1497.3,1433.1,1481,-,1465.2,1489.1,1448.6,22.1,1722,Male
Thai Son Kwiatkowski,26.8,1496.9,1434,1437.3,1224.2,1465.5,1467.1,1360.5,25,1634.4,Male
Blaz Rola,31.2,1494.6,1420.7,1471.7,1397.5,1457.6,1483.1,1446,23.4,1729.7,Male
Duje Ajdukovic,20.8,1494.1,1274.8,1451.3,-,1384.5,1472.7,1447.1,20,1597.5,Male
Christian Harrison,27.6,1490.1,1413.5,1448.3,1506.4,1451.8,1469.2,1498.3,24.1,1595.1,Male
Matheus Pucinelli De Almeida,20.7,1488.8,-,1459,-,1354.4,1473.9,1444.4,20.5,1608.4,Male
Andrea Pellegrino,24.7,1486.9,1212.2,1463.2,1374.9,1349.5,1475.1,1430.9,24.2,1551.1,Male
Thomas Fabbiano,32.6,1486.3,1413.7,1419.5,1528,1450,1452.9,1507.1,28.1,1694.7,Male
Gonzalo Lama,28.7,1482.9,1147.1,1469,-,1315,1475.9,1441.4,23,1595.1,Male
Tommy Robredo,39.4,1482.3,1519.8,1436.3,1486.7,1501.1,1459.3,1484.5,27.1,1987.5,Male
Lukas Rosol,36.4,1482.2,1457.9,1444.5,1474.4,1470.1,1463.4,1478.3,29.1,1880.6,Male
Darian King,29.5,1479.5,1451,1311.5,1369.6,1465.3,1395.5,1424.6,24.9,1703.5,Male
Thiago Agustin Tirante,20.6,1478.7,1375.4,1437.8,-,1427.1,1458.3,1439.4,20.4,1663.5,Male
Jack Draper,19.9,1478.1,1394.6,1207.7,1363.3,1436.4,1342.9,1420.7,19.9,1538.4,Male
Eduard Esteve Lobato,27.2,1477.5,-,1430,-,1348.7,1453.7,1438.7,27.2,1514.1,Male
Yasutaka Uchiyama,29.4,1476.8,1419.3,1216.9,1382.5,1448,1346.8,1429.7,27.2,1723.9,Male
Go Soeda,37.3,1476.8,1418.1,1299.5,1493.8,1447.4,1388.1,1485.3,27.6,1706.8,Male
Tim Van Rijthoven,24.7,1475.5,1462,1176.5,-,1468.8,1326,1437.8,24.3,1532.5,Male
Kimmer Coppejans,27.9,1475.1,1402.1,1425.4,1169,1438.6,1450.2,1322,21.2,1686.6,Male
Michael Vrbensky,22,1474.1,1306.7,1416,-,1390.4,1445,1437,21.5,1564.7,Male
Tobias Kamke,35.6,1473.3,1427.9,1363.1,1429.2,1450.6,1418.2,1451.2,25.7,1755,Male
Denis Istomin,35.2,1472.1,1414.4,1457.6,1433.6,1443.3,1464.9,1452.9,25.5,1849.3,Male
Aleksandar Kovacevic,23.2,1472,1403.2,-,-,1437.6,1346,1436,23.2,1569.3,Male
Tung Lin Wu,23.6,1471.3,1441.1,1317.7,-,1456.2,1394.5,1435.7,21,1583.2,Male
Andrea Arnaboldi,33.9,1470.3,1413.2,1388.6,1501.6,1441.8,1429.4,1485.9,27.6,1593.7,Male
Nerman Fatic,27.2,1470.2,1355.5,1479.2,1500,1412.8,1474.7,1485.1,26.7,1572.8,Male
Carlos Gimeno Valero,20.5,1469.2,1286.5,1410,-,1377.9,1439.6,1434.6,19.7,1625.2,Male
Guido Andreozzi,30.4,1468.3,1420.4,1458.1,1231.6,1444.3,1463.2,1350,26.8,1734,Male
Dalibor Svrcina,19.2,1462.7,1306,1409.9,-,1384.3,1436.3,1431.4,18.9,1597.1,Male
Raul Brancaccio,24.6,1461.7,1319.6,1438.6,-,1390.6,1450.2,1430.8,24.6,1497.3,Male
Thiago Seyboth Wild,21.8,1460.4,1358,1419.6,1348.9,1409.2,1440,1404.7,20.5,1729.7,Male
Mirza Basic,30.5,1460,1394.5,1411.9,1267.9,1427.2,1436,1364,26.6,1710.6,Male
Alexander Ritschard,27.8,1458.1,1240.9,1540.8,-,1349.5,1499.4,1429,27.5,1574.5,Male
Julian Lenz,28.9,1456,1390.1,1367.7,1349.8,1423,1411.8,1402.9,26.5,1557.7,Male
Noah Rubin,25.9,1455.6,1424.9,1405.4,1365.6,1440.3,1430.5,1410.6,22.4,1709.2,Male
Manuel Guinard,26.1,1451.4,1325.6,1399.7,-,1388.5,1425.5,1425.7,23.6,1552.4,Male
Prajnesh Gunneswaran,32,1449.4,1430.8,1290.2,1279.2,1440.1,1369.8,1364.3,29.4,1728.3,Male
Emilio Nava,20,1446.5,1432.5,1358.9,1500,1439.5,1402.7,1473.3,17.3,1536.8,Male
Juan Pablo Ficovich,24.9,1443.8,1279.6,1462.1,1373.7,1361.7,1452.9,1408.8,23.7,1582.3,Male
John Patrick Smith,32.1,1440.1,1374.9,1123.2,1455.3,1407.5,1281.7,1447.7,25.8,1666.4,Male
Kyrian Jacquet,20.5,1439.6,1302,1470.6,-,1370.8,1455.1,1419.8,20.2,1601.8,Male
Paolo Lorenzi,39.7,1439.4,1450.2,1423,1217.9,1444.8,1431.2,1328.7,35.1,1784.6,Male
Joao Menezes,24.7,1438.8,1368.2,1405.8,1339,1403.5,1422.3,1388.9,22.7,1636.8,Male
Andrea Collarini,29.8,1437.1,1124,1394.8,1319.6,1280.6,1415.9,1378.4,27.6,1557.7,Male
Evgenii Tiurnev,24.7,1435.9,1376.4,1321.7,-,1406.1,1378.8,1417.9,23.9,1448.9,Male
Tristan Lamasine,28.6,1435.8,1400.1,1354.8,1475.8,1417.9,1395.3,1455.8,22.5,1624.6,Male
Nicolas Alvarez Varona,20.6,1435.2,1257.7,1370.1,-,1346.5,1402.7,1417.6,20.6,1479.8,Male
Donald Young,32.3,1434,1378.5,1403.6,1454,1406.2,1418.8,1444,27.7,1837,Male
Genaro Alberto Olivieri,23.4,1432.4,1388.2,1388.9,-,1410.3,1410.7,1416.2,23.1,1526,Male
Tatsuma Ito,33.5,1432,1395.1,1172.6,1411.8,1413.5,1302.3,1421.9,24,1729,Male
Renzo Olivo,29.8,1428.6,1303.4,1398.8,1253.3,1366,1413.7,1340.9,22.9,1651.7,Male
Riccardo Bonadio,28.4,1428.2,1229,1371.5,-,1328.6,1399.9,1414.1,27.6,1564.6,Male
Matija Pecotic,32.2,1428.2,1369.2,1373.5,1372.3,1398.7,1400.8,1400.2,27.1,1602.8,Male
Zachary Svajda,19,1427.4,1362.7,1500,1500,1395.1,1463.7,1463.7,16.9,1491,Male
Lorenzo Giustino,30.3,1426.1,1367.4,1390.7,1229.2,1396.8,1408.4,1327.7,27.8,1628.9,Male
Alexis Galarneau,22.7,1426.1,1385.5,1301.9,-,1405.8,1364,1413,22.6,1507.1,Male
Jay Clarke,23.4,1422.8,1404.9,1287.3,1273,1413.8,1355.1,1347.9,20.7,1633.3,Male
Maxime Janvier,25.2,1422.3,1395.1,1336.3,1341.9,1408.7,1379.3,1382.1,22.8,1582.4,Male
Hernan Casanova,27.9,1420.4,1177.8,1407.7,-,1299.1,1414.1,1410.2,27.9,1439.6,Male
Akira Santillan,24.6,1420.1,1340.6,1323.1,1315.7,1380.3,1371.6,1367.9,20.3,1665.3,Male
Aidan Mchugh,21.5,1419.7,1389.9,-,1275,1404.8,1319.9,1347.4,21.3,1466.3,Male
Malek Jaziri,37.8,1418.6,1392.9,1414.2,1344.8,1405.7,1416.4,1381.7,33.2,1794.2,Male
Peter Polansky,33.4,1417,1377.4,1267.7,1354.3,1397.2,1342.3,1385.6,21.2,1643.8,Male
Marc Polmans,24.7,1416.1,1315,1374.1,1433.3,1365.6,1395.1,1424.7,23.4,1602.5,Male
Ulises Blanch,23.6,1415.5,1369.4,1288.2,1380.3,1392.5,1351.8,1397.9,22.5,1590.8,Male
Luca Van Assche,17.5,1415,1360.5,1203.9,-,1387.8,1309.5,1407.5,17.5,1456.4,Male
Teymuraz Gabashvili,36.5,1412.9,1427.6,1333.8,1420.7,1420.3,1373.3,1416.8,23.9,1794,Male
Michael Geerts,27,1410.2,1372.6,1195,-,1391.4,1302.6,1405.1,26.6,1524.8,Male
Elliot Benchetrit,23.3,1409.8,1422.2,1322.3,-,1416,1366,1404.9,20.7,1598.4,Male
Steven Diez,30.7,1408.8,1357.8,1391.9,1285.6,1383.3,1400.3,1347.2,28.6,1602.1,Male
